metro_code,metro_name,metro_pop,metro_type,variable_name,applications,loans,denials,results_def,odds_ratio,odds_ratio_rd,number_denials_compared_to_10_white,white_loans,white_denials,white_apps
20500,"Durham-Chapel Hill, NC",626695,Metropolitan Statistical Area,Latino,489,450,39,Statistcially significant disparity,1.700092248,1.7,17,4680,194,4874
20500,"Durham-Chapel Hill, NC",626695,Metropolitan Statistical Area,Native American,19,17,2,Not statistcially significant,1.992133003,2,20,4680,194,4874
20500,"Durham-Chapel Hill, NC",626695,Metropolitan Statistical Area,AAPI,493,460,33,Statistcially significant disparity,2.160685829,2.2,22,4680,194,4874
49180,"Winston-Salem, NC",666216,Metropolitan Statistical Area,Black,346,317,29,No meaningful results,,,,4101,234,4335
49180,"Winston-Salem, NC",666216,Metropolitan Statistical Area,Latino,415,368,47,No meaningful results,,,,4101,234,4335
49180,"Winston-Salem, NC",666216,Metropolitan Statistical Area,Native American,18,18,0,No meaningful results,,,,4101,234,4335
49180,"Winston-Salem, NC",666216,Metropolitan Statistical Area,AAPI,144,136,8,No meaningful results,,,,4101,234,4335
19660,"Deltona-Daytona Beach-Ormond Beach, FL",646288,Metropolitan Statistical Area,Black,179,156,23,Not statistcially significant,1.523654175,1.5,15,3953,377,4330
19660,"Deltona-Daytona Beach-Ormond Beach, FL",646288,Metropolitan Statistical Area,Latino,575,517,58,Not statistcially significant,1.127413548,1.1,11,3953,377,4330
19660,"Deltona-Daytona Beach-Ormond Beach, FL",646288,Metropolitan Statistical Area,Native American,18,13,5,Not enough of applications,4.06066157,4.1,41,3953,377,4330
19660,"Deltona-Daytona Beach-Ormond Beach, FL",646288,Metropolitan Statistical Area,AAPI,124,103,21,Statistcially significant disparity,2.097185146,2.1,21,3953,377,4330
16740,"Charlotte-Concord-Gastonia, NC-SC",2545560,Metropolitan Statistical Area,Black,2504,2220,284,Statistcially significant disparity,1.545077442,1.5,15,20276,1044,21320
16740,"Charlotte-Concord-Gastonia, NC-SC",2545560,Metropolitan Statistical Area,Latino,2465,2244,221,Doesn't meet level of disparity,1.318613848,1.3,13,20276,1044,21320
16740,"Charlotte-Concord-Gastonia, NC-SC",2545560,Metropolitan Statistical Area,Native American,86,75,11,Not statistcially significant,1.961944104,2,20,20276,1044,21320
16740,"Charlotte-Concord-Gastonia, NC-SC",2545560,Metropolitan Statistical Area,AAPI,2075,1918,157,Statistcially significant disparity,1.744791556,1.7,17,20276,1044,21320
27260,"Jacksonville, FL",1503574,Metropolitan Statistical Area,Black,821,710,111,Not statistcially significant,1.300628731,1.3,13,9683,726,10409
27260,"Jacksonville, FL",1503574,Metropolitan Statistical Area,Latino,1028,925,103,Not statistcially significant,1.141366075,1.1,11,9683,726,10409
27260,"Jacksonville, FL",1503574,Metropolitan Statistical Area,Native American,36,30,6,Not statistcially significant,1.614758538,1.6,16,9683,726,10409
27260,"Jacksonville, FL",1503574,Metropolitan Statistical Area,AAPI,792,698,94,Statistcially significant disparity,1.614616994,1.6,16,9683,726,10409
14380,"Boone, NC",54925,Micropolitan Statistical Area,Black,3,1,2,No meaningful results,,,,288,17,305
14380,"Boone, NC",54925,Micropolitan Statistical Area,Latino,8,7,1,No meaningful results,,,,288,17,305
14380,"Boone, NC",54925,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,288,17,305
14380,"Boone, NC",54925,Micropolitan Statistical Area,AAPI,6,6,0,No meaningful results,,,,288,17,305
24660,"Greensboro-High Point, NC",762063,Metropolitan Statistical Area,Black,615,557,58,Statistcially significant disparity,1.780866796,1.8,18,3645,165,3810
24660,"Greensboro-High Point, NC",762063,Metropolitan Statistical Area,Latino,427,378,49,Statistcially significant disparity,2.734383768,2.7,27,3645,165,3810
24660,"Greensboro-High Point, NC",762063,Metropolitan Statistical Area,Native American,12,9,3,Not statistcially significant,4.203144101,4.2,42,3645,165,3810
24660,"Greensboro-High Point, NC",762063,Metropolitan Statistical Area,AAPI,362,334,28,Statistcially significant disparity,1.715722318,1.7,17,3645,165,3810
39580,"Raleigh-Cary, NC",1332311,Metropolitan Statistical Area,Black,1427,1290,137,Regression equation needs to be tweaked,2.186486697,2.2,22,12302,448,12750
39580,"Raleigh-Cary, NC",1332311,Metropolitan Statistical Area,Latino,1115,1019,96,Regression equation needs to be tweaked,1.764780647,1.8,18,12302,448,12750
39580,"Raleigh-Cary, NC",1332311,Metropolitan Statistical Area,Native American,51,50,1,Regression equation needs to be tweaked,1.318756544,1.3,13,12302,448,12750
39580,"Raleigh-Cary, NC",1332311,Metropolitan Statistical Area,AAPI,1942,1790,152,Regression equation needs to be tweaked,2.238226951,2.2,22,12302,448,12750
43140,"Shelby, NC",97282,Micropolitan Statistical Area,Black,22,20,2,No meaningful results,,,,332,26,358
43140,"Shelby, NC",97282,Micropolitan Statistical Area,Latino,18,16,2,No meaningful results,,,,332,26,358
43140,"Shelby, NC",97282,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,332,26,358
43140,"Shelby, NC",97282,Micropolitan Statistical Area,AAPI,5,4,1,No meaningful results,,,,332,26,358
34940,"Naples-Marco Island, FL",371453,Metropolitan Statistical Area,Black,71,51,20,Not enough of applications,3.234823161,3.2,32,2374,292,2666
34940,"Naples-Marco Island, FL",371453,Metropolitan Statistical Area,Latino,570,496,74,Not statistcially significant,1.064486842,1.1,11,2374,292,2666
34940,"Naples-Marco Island, FL",371453,Metropolitan Statistical Area,Native American,14,13,1,Not statistcially significant,0.531674355,0.5,5,2374,292,2666
34940,"Naples-Marco Island, FL",371453,Metropolitan Statistical Area,AAPI,78,59,19,Statistcially significant disparity,2.325236663,2.3,23,2374,292,2666
37860,"Pensacola-Ferry Pass-Brent, FL",488246,Metropolitan Statistical Area,Black,110,95,15,Not statistcially significant,0.851529127,0.9,9,2424,177,2601
37860,"Pensacola-Ferry Pass-Brent, FL",488246,Metropolitan Statistical Area,Latino,115,98,17,Statistcially significant disparity,2.213743475,2.2,22,2424,177,2601
37860,"Pensacola-Ferry Pass-Brent, FL",488246,Metropolitan Statistical Area,Native American,17,15,2,Not statistcially significant,2.24626323,2.2,22,2424,177,2601
37860,"Pensacola-Ferry Pass-Brent, FL",488246,Metropolitan Statistical Area,AAPI,102,93,9,Not statistcially significant,1.079424544,1.1,11,2424,177,2601
19124,"Dallas-Plano-Irving, TX",4903580,Metropolitan Division,Black,2619,2287,332,Statistcially significant disparity,2.146247774,2.1,21,23851,1210,25061
19124,"Dallas-Plano-Irving, TX",4903580,Metropolitan Division,Latino,6952,6372,580,Doesn't meet level of disparity,1.171376313,1.2,12,23851,1210,25061
19124,"Dallas-Plano-Irving, TX",4903580,Metropolitan Division,Native American,211,198,13,Not statistcially significant,1.362688479,1.4,14,23851,1210,25061
19124,"Dallas-Plano-Irving, TX",4903580,Metropolitan Division,AAPI,6699,6138,561,Statistcially significant disparity,1.747223497,1.7,17,23851,1210,25061
41700,"San Antonio-New Braunfels, TX",2468193,Metropolitan Statistical Area,Black,417,361,56,Statistcially significant disparity,2.124109247,2.1,21,7262,435,7697
41700,"San Antonio-New Braunfels, TX",2468193,Metropolitan Statistical Area,Latino,4849,4291,558,Statistcially significant disparity,1.573011616,1.6,16,7262,435,7697
41700,"San Antonio-New Braunfels, TX",2468193,Metropolitan Statistical Area,Native American,57,47,10,Not enough of applications,4.899703595,4.9,49,7262,435,7697
41700,"San Antonio-New Braunfels, TX",2468193,Metropolitan Statistical Area,AAPI,847,735,112,Statistcially significant disparity,2.594234811,2.6,26,7262,435,7697
15980,"Cape Coral-Fort Myers, FL",737468,Metropolitan Statistical Area,Black,227,191,36,Not statistcially significant,1.338292449,1.3,13,4892,485,5377
15980,"Cape Coral-Fort Myers, FL",737468,Metropolitan Statistical Area,Latino,1099,940,159,Statistcially significant disparity,1.497204896,1.5,15,4892,485,5377
15980,"Cape Coral-Fort Myers, FL",737468,Metropolitan Statistical Area,Native American,18,18,0,Not statistcially significant,8.26E-16,0,0,4892,485,5377
15980,"Cape Coral-Fort Myers, FL",737468,Metropolitan Statistical Area,AAPI,150,128,22,Not statistcially significant,1.751471278,1.8,18,4892,485,5377
26420,"Houston-The Woodlands-Sugar Land, TX",6884138,Metropolitan Statistical Area,Black,3887,3334,553,Statistcially significant disparity,2.058335596,2.1,21,25744,1565,27309
26420,"Houston-The Woodlands-Sugar Land, TX",6884138,Metropolitan Statistical Area,Latino,11573,10453,1120,Doesn't meet level of disparity,1.259638795,1.3,13,25744,1565,27309
26420,"Houston-The Woodlands-Sugar Land, TX",6884138,Metropolitan Statistical Area,Native American,200,183,17,Not statistcially significant,1.681105094,1.7,17,25744,1565,27309
26420,"Houston-The Woodlands-Sugar Land, TX",6884138,Metropolitan Statistical Area,AAPI,7013,6362,651,Doesn't meet level of disparity,1.438930292,1.4,14,25744,1565,27309
12420,"Austin-Round Rock-Georgetown, TX",2114441,Metropolitan Statistical Area,Black,622,561,61,Statistcially significant disparity,1.596923244,1.6,16,15875,884,16759
12420,"Austin-Round Rock-Georgetown, TX",2114441,Metropolitan Statistical Area,Latino,3451,3148,303,Doesn't meet level of disparity,1.32084238,1.3,13,15875,884,16759
12420,"Austin-Round Rock-Georgetown, TX",2114441,Metropolitan Statistical Area,Native American,106,96,10,Not statistcially significant,2.037433449,2,20,15875,884,16759
12420,"Austin-Round Rock-Georgetown, TX",2114441,Metropolitan Statistical Area,AAPI,3271,3013,258,Statistcially significant disparity,1.759199845,1.8,18,15875,884,16759
18880,"Crestview-Fort Walton Beach-Destin, FL",272056,Metropolitan Statistical Area,Black,33,30,3,Regression equation needs to be tweaked,0.753031396,0.8,8,1600,143,1743
18880,"Crestview-Fort Walton Beach-Destin, FL",272056,Metropolitan Statistical Area,Latino,105,92,13,Regression equation needs to be tweaked,1.452601336,1.5,15,1600,143,1743
18880,"Crestview-Fort Walton Beach-Destin, FL",272056,Metropolitan Statistical Area,Native American,9,9,0,Regression equation needs to be tweaked,3.85E-09,0,0,1600,143,1743
18880,"Crestview-Fort Walton Beach-Destin, FL",272056,Metropolitan Statistical Area,AAPI,63,60,3,Regression equation needs to be tweaked,0.700626961,0.7,7,1600,143,1743
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1761729,Metropolitan Statistical Area,Black,901,814,87,Regression equation needs to be tweaked,1.816458052,1.8,18,6578,276,6854
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1761729,Metropolitan Statistical Area,Latino,331,300,31,Regression equation needs to be tweaked,2.142944156,2.1,21,6578,276,6854
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1761729,Metropolitan Statistical Area,Native American,43,38,5,Regression equation needs to be tweaked,1.649771586,1.6,16,6578,276,6854
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",1761729,Metropolitan Statistical Area,AAPI,560,531,29,Regression equation needs to be tweaked,0.903685073,0.9,9,6578,276,6854
40060,"Richmond, VA",1269530,Metropolitan Statistical Area,Black,853,782,71,Regression equation needs to be tweaked,2.855220945,2.9,29,7890,193,8083
40060,"Richmond, VA",1269530,Metropolitan Statistical Area,Latino,491,450,41,Regression equation needs to be tweaked,2.769311306,2.8,28,7890,193,8083
40060,"Richmond, VA",1269530,Metropolitan Statistical Area,Native American,38,35,3,Regression equation needs to be tweaked,2.690469958,2.7,27,7890,193,8083
40060,"Richmond, VA",1269530,Metropolitan Statistical Area,AAPI,809,757,52,Regression equation needs to be tweaked,2.701361046,2.7,27,7890,193,8083
23224,"Frederick-Gaithersburg-Rockville, MD",1294952,Metropolitan Division,Black,1195,1085,110,Statistcially significant disparity,2.03436734,2,20,5843,222,6065
23224,"Frederick-Gaithersburg-Rockville, MD",1294952,Metropolitan Division,Latino,1341,1234,107,Statistcially significant disparity,1.804313702,1.8,18,5843,222,6065
23224,"Frederick-Gaithersburg-Rockville, MD",1294952,Metropolitan Division,Native American,23,22,1,Not statistcially significant,1.728610064,1.7,17,5843,222,6065
23224,"Frederick-Gaithersburg-Rockville, MD",1294952,Metropolitan Division,AAPI,2091,1936,155,Statistcially significant disparity,1.803248651,1.8,18,5843,222,6065
31084,"Los Angeles-Long Beach-Glendale, CA",10081570,Metropolitan Division,Black,1352,1150,202,Statistcially significant disparity,1.741849324,1.7,17,16644,1575,18219
31084,"Los Angeles-Long Beach-Glendale, CA",10081570,Metropolitan Division,Latino,7587,6859,728,Doesn't meet level of disparity,1.138774223,1.1,11,16644,1575,18219
31084,"Los Angeles-Long Beach-Glendale, CA",10081570,Metropolitan Division,Native American,62,53,9,Not enough of applications,2.253591181,2.3,23,16644,1575,18219
31084,"Los Angeles-Long Beach-Glendale, CA",10081570,Metropolitan Division,AAPI,7900,7215,685,Not statistcially significant,1.04483204,1,10,16644,1575,18219
12260,"Augusta-Richmond County, GA-SC",599616,Metropolitan Statistical Area,Black,317,284,33,Regression equation needs to be tweaked,1.859552421,1.9,19,2309,93,2402
12260,"Augusta-Richmond County, GA-SC",599616,Metropolitan Statistical Area,Latino,128,116,12,Regression equation needs to be tweaked,1.983974683,2,20,2309,93,2402
12260,"Augusta-Richmond County, GA-SC",599616,Metropolitan Statistical Area,Native American,16,16,0,Regression equation needs to be tweaked,2.85E-08,0,0,2309,93,2402
12260,"Augusta-Richmond County, GA-SC",599616,Metropolitan Statistical Area,AAPI,142,133,9,Regression equation needs to be tweaked,2.112064388,2.1,21,2309,93,2402
25940,"Hilton Head Island-Bluffton, SC",214752,Metropolitan Statistical Area,Black,47,39,8,Regression equation needs to be tweaked,2.343744568,2.3,23,2025,109,2134
25940,"Hilton Head Island-Bluffton, SC",214752,Metropolitan Statistical Area,Latino,72,61,11,Regression equation needs to be tweaked,2.090240382,2.1,21,2025,109,2134
25940,"Hilton Head Island-Bluffton, SC",214752,Metropolitan Statistical Area,Native American,5,5,0,Regression equation needs to be tweaked,1.74E-07,0,0,2025,109,2134
25940,"Hilton Head Island-Bluffton, SC",214752,Metropolitan Statistical Area,AAPI,38,34,4,Regression equation needs to be tweaked,1.13986698,1.1,11,2025,109,2134
29404,"Lake County-Kenosha County, IL-WI",869997,Metropolitan Division,Black,171,152,19,Regression equation needs to be tweaked,1.696437414,1.7,17,5054,271,5325
29404,"Lake County-Kenosha County, IL-WI",869997,Metropolitan Division,Latino,974,863,111,Regression equation needs to be tweaked,1.513025102,1.5,15,5054,271,5325
29404,"Lake County-Kenosha County, IL-WI",869997,Metropolitan Division,Native American,11,8,3,Regression equation needs to be tweaked,2.900098782,2.9,29,5054,271,5325
29404,"Lake County-Kenosha County, IL-WI",869997,Metropolitan Division,AAPI,806,762,44,Regression equation needs to be tweaked,1.328209396,1.3,13,5054,271,5325
16984,"Chicago-Naperville-Evanston, IL",7175030,Metropolitan Division,Black,3035,2509,526,Statistcially significant disparity,2.445572713,2.4,24,33031,1677,34708
16984,"Chicago-Naperville-Evanston, IL",7175030,Metropolitan Division,Latino,7650,6807,843,Statistcially significant disparity,1.600461569,1.6,16,33031,1677,34708
16984,"Chicago-Naperville-Evanston, IL",7175030,Metropolitan Division,Native American,77,71,6,Not statistcially significant,1.473373307,1.5,15,33031,1677,34708
16984,"Chicago-Naperville-Evanston, IL",7175030,Metropolitan Division,AAPI,6063,5612,451,Doesn't meet level of disparity,1.394531528,1.4,14,33031,1677,34708
23844,"Gary, IN",701782,Metropolitan Division,Black,304,272,32,No meaningful results,,,,4358,146,4504
23844,"Gary, IN",701782,Metropolitan Division,Latino,622,578,44,No meaningful results,,,,4358,146,4504
23844,"Gary, IN",701782,Metropolitan Division,Native American,11,11,0,No meaningful results,,,,4358,146,4504
23844,"Gary, IN",701782,Metropolitan Division,AAPI,108,102,6,No meaningful results,,,,4358,146,4504
10300,"Adrian, MI",98381,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,532,31,563
10300,"Adrian, MI",98381,Micropolitan Statistical Area,Latino,21,20,1,No meaningful results,,,,532,31,563
10300,"Adrian, MI",98381,Micropolitan Statistical Area,Native American,3,3,0,No meaningful results,,,,532,31,563
10300,"Adrian, MI",98381,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,532,31,563
39540,"Racine, WI",195602,Metropolitan Statistical Area,Black,58,49,9,Regression equation needs to be tweaked,4.921793861,4.9,49,1455,72,1527
39540,"Racine, WI",195602,Metropolitan Statistical Area,Latino,161,142,19,Regression equation needs to be tweaked,2.483521689,2.5,25,1455,72,1527
39540,"Racine, WI",195602,Metropolitan Statistical Area,Native American,4,4,0,Regression equation needs to be tweaked,8.44E-19,0,0,1455,72,1527
39540,"Racine, WI",195602,Metropolitan Statistical Area,AAPI,29,24,5,Regression equation needs to be tweaked,5.217303768,5.2,52,1455,72,1527
20994,"Elgin, IL",761796,Metropolitan Division,Black,172,161,11,Not statistcially significant,1.293911951,1.3,13,4729,183,4912
20994,"Elgin, IL",761796,Metropolitan Division,Latino,1213,1100,113,Statistcially significant disparity,1.594396565,1.6,16,4729,183,4912
